,date,change,vaa_score,predict
0,2018-01-02,0.016129032258064502,3353.6602870813394,0.0
1,2018-01-03,-0.006802721088435382,2953.529201430274,0.0
2,2018-01-04,0.028538812785388057,3908.8408551068883,0.0
3,2018-01-05,-0.0033296337402886067,3713.8899521531102,0.0
4,2018-01-08,-0.0044543429844098315,3623.8479041916166,0.0
5,2018-01-09,0.010067114093959662,3969.2631578947367,0.0
6,2018-01-10,0.01882613510520481,4599.414337788578,0.0
7,2018-01-11,0.0,4734.253301320528,0.0
8,2018-01-12,0.0021739130434783593,4564.031802120142,0.0
9,2018-01-16,0.0032119914346895317,4979.579710144928,0.0
10,2018-01-17,-0.012806830309498363,4694.357400722021,0.0
11,2018-01-18,0.00324324324324321,4669.288782816229,0.0
12,2018-01-19,-0.0118534482758621,4394.210084033613,0.0
13,2018-01-22,0.0032715376226826187,4429.15852205006,0.0
14,2018-01-23,0.011956521739130421,4944.252669039146,0.0
15,2018-01-24,0.007518796992481258,4864.320710059172,0.0
16,2018-01-25,0.02558635394456288,5734.581176470589,0.0
17,2018-01-26,-0.013513513513513487,5274.119815668202,0.0
18,2018-01-29,0.013698630136986356,5559.299539170506,0.0
19,2018-01-30,-0.01975051975051978,4658.8299319727885,0.0
20,2018-01-31,-0.01590668080593849,4013.7123287671234,0.0
21,2018-02-01,0.015086206896551824,4613.546059933407,0.0
22,2018-02-02,0.018046709129511784,5093.815144766148,0.0
23,2018-02-05,-0.015641293013555768,4288.6711409395975,1.0
24,2018-02-06,-0.02330508474576276,3233.252491694352,0.0
25,2018-02-07,0.0032537960954446277,3333.065217391304,0.0
26,2018-02-08,-0.029189189189189224,2472.713043478261,1.0
27,2018-02-09,-0.021158129175946505,1637.4403470715833,0.0
28,2018-02-12,-0.013651877133105783,1337.1391862955034,0.0
29,2018-02-13,-0.0023068050749711633,1432.077908217716,1.0
30,2018-02-14,-0.003468208092485603,1662.1827027027027,0.0
31,2018-02-20,-0.002207505518763808,3227.8298800436205,1.0
32,2018-02-21,-0.013274336283185861,2792.634782608696,0.0
33,2018-02-22,-0.004484304932735439,2442.445757250269,1.0
34,2018-02-23,0.028153153153153143,3557.680170575693,1.0
35,2018-02-26,0.018619934282584794,3787.6008316008315,0.0
36,2018-02-27,-0.0021505376344086446,3242.7344573234986,1.0
37,2018-02-28,-0.015086206896551713,2802.4012474012475,1.0
38,2018-03-02,-0.026258205689277947,2162.3255567338283,1.0
39,2018-03-05,0.0022471910112360494,2267.5344827586205,1.0
40,2018-03-06,0.02130044843049328,3137.605095541401,1.0
41,2018-03-07,-0.009879253567508184,2752.2867570385815,1.0
42,2018-03-08,-0.008869179600886956,2532.3644067796613,1.0
43,2018-03-09,-0.015659955257270708,2167.453362255965,0.0
44,2018-03-12,0.027272727272727337,3152.7275675675673,1.0
45,2018-03-13,-0.012168141592920345,3037.933184855234,1.0
46,2018-03-14,-0.004479283314669624,2663.136518771331,1.0
47,2018-03-15,0.004499437570303799,2518.3598615916953,1.0
48,2018-03-16,0.0011198208286673506,2153.402312138728,1.0
49,2018-03-19,0.01230425055928408,2658.598607888631,1.0
50,2018-03-20,0.008839779005524795,3313.092715231788,1.0
51,2018-03-21,0.01533406352683464,3693.3053097345132,1.0
52,2018-03-22,0.024811218985976158,4368.780269058296,1.0
53,2018-03-23,-0.001052631578947416,4428.824324324324,1.0
54,2018-03-26,0.007376185458377149,4503.565169769989,1.0
55,2018-03-27,-0.0010460251046024993,4378.322580645161,1.0
56,2018-03-28,-0.013612565445026203,3903.1810344827586,0.0
57,2018-03-29,-0.0010615711252653925,3758.354485776805,0.0
58,2018-04-02,0.011739594450373536,3658.7533632286995,0.0
59,2018-04-03,-0.026371308016877593,2878.15806805708,0.0
60,2018-04-04,-0.0021668472372697867,2633.252771618625,0.0
61,2018-04-05,0.008686210640608039,3063.4697986577185,0.0
62,2018-04-06,-0.00753498385360607,2243.572727272727,0.0
63,2018-04-09,-0.009761388286334105,2008.1194690265488,1.0
64,2018-04-10,0.026286966046002114,2948.5912653975365,0.0
65,2018-04-11,0.014941302027748238,3438.8368953880763,0.0
66,2018-04-12,0.029442691903259766,4019.1556550951846,0.0
67,2018-04-13,-0.006128702757916216,3744.060402684564,0.0
68,2018-04-16,-0.0010277492291880241,3723.888397790055,0.0
69,2018-04-17,-0.002057613168724326,3238.749178532311,0.0
70,2018-04-18,0.008247422680412342,3848.660194174757,0.0
71,2018-04-19,0.023517382413087873,4603.644210526316,0.0
72,2018-04-20,-0.007992007992007943,4513.556375131718,0.0
73,2018-04-23,0.0,4493.464435146443,0.0
74,2018-04-24,0.01611278952668682,4723.678534031414,0.0
75,2018-04-25,-0.021803766105054523,3818.5732484076434,0.0
76,2018-04-26,0.00911854103343468,3528.701381509033,0.0
77,2018-04-27,-0.005020080321285092,3668.691568836713,0.0
78,2018-04-30,-0.0020181634712411745,3178.518987341772,0.0
