"Date","Price","Open","High","Low","Vol.","Change %"
"Oct 07, 2020","13,450","13,230","13,470","13,225","144.16K","0.71%"
"Oct 06, 2020","13,355","13,410","13,485","13,245","238.63K","-0.19%"
"Oct 05, 2020","13,380","13,245","13,445","13,150","359.83K","0.94%"
"Sep 29, 2020","13,255","13,150","13,285","13,090","402.41K","1.22%"
"Sep 28, 2020","13,095","12,705","13,130","12,705","386.77K","4.09%"
"Sep 25, 2020","12,580","12,705","12,810","12,450","1.44M","-0.08%"
"Sep 24, 2020","12,590","13,010","13,055","12,550","2.11M","-4.98%"
"Sep 23, 2020","13,250","13,280","13,375","12,900","1.49M","0.53%"
"Sep 22, 2020","13,180","13,670","13,730","13,125","1.66M","-3.58%"
"Sep 21, 2020","13,670","14,025","14,135","13,530","1.09M","-2.53%"
"Sep 18, 2020","14,025","13,870","14,035","13,790","493.87K","1.08%"
"Sep 17, 2020","13,875","14,010","14,075","13,790","2.44M","-1.39%"
"Sep 16, 2020","14,070","14,090","14,240","14,005","683.87K","-0.14%"
"Sep 15, 2020","14,090","13,990","14,135","13,930","820.47K","1.15%"
"Sep 14, 2020","13,930","13,920","13,935","13,780","1.09M","0.58%"
"Sep 11, 2020","13,850","13,750","13,850","13,585","857.41K","0.00%"
"Sep 10, 2020","13,850","13,815","13,870","13,720","469.81K","1.17%"
"Sep 09, 2020","13,690","13,720","13,865","13,690","618.65K","-1.72%"
"Sep 08, 2020","13,930","13,935","14,070","13,830","727.84K","0.36%"
"Sep 07, 2020","13,880","13,650","13,900","13,620","405.35K","1.50%"
"Sep 04, 2020","13,675","13,415","13,715","13,385","476.69K","-1.76%"
"Sep 03, 2020","13,920","13,870","13,925","13,835","495.01K","0.58%"
"Sep 02, 2020","13,840","13,615","13,890","13,615","943.61K","2.18%"
"Sep 01, 2020","13,545","13,550","13,615","13,465","667.44K","0.15%"
"Aug 31, 2020","13,525","13,460","13,610","13,340","999.93K","0.93%"
"Aug 28, 2020","13,400","13,410","13,635","13,315","1.19M","0.68%"
"Aug 27, 2020","13,310","13,395","13,395","13,210","405.06K","-0.49%"
"Aug 26, 2020","13,375","13,420","13,455","13,140","961.54K","0.07%"
"Aug 25, 2020","13,365","13,125","13,380","13,125","443.31K","2.18%"
"Aug 24, 2020","13,080","12,790","13,095","12,595","992.63K","2.87%"
"Aug 21, 2020","12,715","12,795","12,870","12,470","2.01M","0.59%"
"Aug 20, 2020","12,640","13,010","13,100","12,535","1.73M","-3.47%"
"Aug 19, 2020","13,095","12,985","13,125","12,870","842.21K","2.22%"
"Aug 18, 2020","12,810","13,295","13,310","12,705","524.43K","-3.32%"
"Aug 14, 2020","13,250","13,610","13,635","13,200","770.79K","-3.07%"
"Aug 13, 2020","13,670","13,550","13,815","13,525","456.75K","2.01%"
"Aug 12, 2020","13,400","13,630","13,645","13,230","1.53M","-2.15%"
"Aug 11, 2020","13,695","13,740","13,780","13,650","211.86K","-0.40%"
