,date,change,vaa_score,predict
0,2018-01-02,0.016480748470672824,28524.82445520581,1.0
1,2018-01-03,0.016071934296233437,29752.634776228908,1.0
2,2018-01-04,-0.02766357745104875,27040.43764391295,1.0
3,2018-01-05,0.03848358893507231,30832.2096627165,1.0
4,2018-01-08,0.027534331654130106,33112.74250115367,1.0
5,2018-01-09,-0.0052384150436534105,31922.970290025936,1.0
6,2018-01-10,0.0,31661.115628970772,1.0
7,2018-01-11,0.03571428571428581,35024.100183823524,1.0
8,2018-01-12,0.05260413271625053,40507.98886138614,1.0
9,2018-01-16,0.010232950099319904,43945.60241710567,1.0
10,2018-01-17,-0.02991121968658761,40414.02052740832,1.0
11,2018-01-18,0.014065475093667512,42440.405909797824,1.0
12,2018-01-19,-0.040278619018776496,37029.79688715954,1.0
13,2018-01-22,-0.012117387188387507,35338.84165613148,1.0
14,2018-01-23,0.032581613748163374,37522.63278794229,1.0
15,2018-01-24,-0.0023510486914557482,36746.91559392585,1.0
16,2018-01-25,-0.0009302325581395099,37622.80698529412,1.0
17,2018-01-26,0.01582867783985109,38428.25005442275,1.0
18,2018-01-29,0.020837152459517227,41120.42763584023,1.0
19,2018-01-30,-0.006404884472644534,39856.10280373832,1.0
20,2018-01-31,-0.013253810470510219,38366.69577032959,1.0
21,2018-02-01,-0.019964588802735217,36379.80421384549,0.0
22,2018-02-02,-0.0024919013207076457,35584.25954040439,0.0
23,2018-02-05,-0.05577067199600305,29118.18455339154,1.0
24,2018-02-06,0.01296382035848942,30839.40750742641,1.0
25,2018-02-07,-0.04851452824028735,25292.80556305698,1.0
26,2018-02-08,0.052703815536645715,30953.999217782413,1.0
27,2018-02-09,-0.03285528031290741,26195.02501857815,1.0
28,2018-02-12,-0.00465084928552173,23590.666586408235,1.0
29,2018-02-13,-0.02464955644342115,19491.298278019425,1.0
30,2018-02-14,0.03242380059709782,21341.96001474111,1.0
31,2018-02-20,-0.02399845171279269,22594.45774692332,1.0
32,2018-02-21,0.019366779033644033,25388.82290934645,1.0
33,2018-02-22,-0.007586564647905636,23036.36298954402,1.0
34,2018-02-23,0.0060764456060111716,23144.458976744187,0.0
