"Date","Price","Open","High","Low","Vol.","Change %"
"Mar 12, 2020","25,180","25,860","25,910","24,700","20.03M","-3.36%"
"Mar 11, 2020","26,055","26,810","26,870","25,945","12.15M","-2.98%"
"Mar 10, 2020","26,855","26,660","26,940","26,495","11.91M","0.56%"
"Mar 09, 2020","26,705","27,000","27,120","26,525","9.08M","-4.21%"
"Mar 06, 2020","27,880","28,075","28,190","27,745","6.05M","-2.00%"
"Mar 05, 2020","28,450","28,370","28,580","28,125","4.66M","0.89%"
"Mar 04, 2020","28,200","27,360","28,245","27,360","4.17M","2.27%"
"Mar 03, 2020","27,575","28,065","28,130","27,440","6.67M","0.46%"
"Mar 02, 2020","27,450","27,325","27,615","26,980","6.92M","0.96%"
"Mar 01, 2020","27,190","27,190","27,190","27,190","-","0.00%"
"Feb 28, 2020","27,190","27,685","27,780","27,135","16.58M","-3.22%"
"Feb 27, 2020","28,095","28,380","28,470","28,000","9.11M","-1.04%"
"Feb 26, 2020","28,390","28,390","28,565","28,185","7.62M","-1.46%"
"Feb 25, 2020","28,810","28,480","28,820","28,350","6.87M","1.11%"
"Feb 24, 2020","28,495","29,110","29,110","28,475","10.89M","-3.77%"
"Feb 23, 2020","29,610","29,610","29,610","29,610","-","0.00%"
"Feb 21, 2020","29,610","29,620","29,880","29,540","4.49M","-1.43%"
"Feb 20, 2020","30,040","30,390","30,480","29,860","3.51M","-0.51%"
"Feb 19, 2020","30,195","30,300","30,360","29,915","4.50M","0.18%"
"Feb 18, 2020","30,140","30,400","30,470","30,095","3.54M","-1.58%"
"Feb 17, 2020","30,625","30,600","30,760","30,470","2.38M","-0.08%"
"Feb 14, 2020","30,650","30,410","30,770","30,265","3.45M","0.61%"
"Feb 13, 2020","30,465","30,610","30,790","30,385","5.64M","-0.25%"
"Feb 12, 2020","30,540","30,255","30,590","30,170","4.14M","0.83%"
"Feb 11, 2020","30,290","30,095","30,480","30,095","3.59M","0.97%"
"Feb 10, 2020","30,000","29,815","30,030","29,690","3.07M","-0.53%"
"Feb 07, 2020","30,160","30,350","30,350","29,970","2.88M","-0.84%"
"Feb 06, 2020","30,415","29,855","30,465","29,810","5.43M","2.98%"
"Feb 05, 2020","29,535","29,690","29,765","29,380","5.93M","0.49%"
"Feb 04, 2020","29,390","28,900","29,475","28,875","6.79M","1.71%"
"Feb 03, 2020","28,895","28,540","28,995","28,400","6.32M","0.10%"
"Feb 02, 2020","28,865","28,865","28,865","28,865","-","0.00%"
"Jan 31, 2020","28,865","29,370","29,485","28,865","3.34M","-1.06%"
"Jan 30, 2020","29,175","29,695","29,765","29,095","5.56M","-2.05%"
"Jan 29, 2020","29,785","29,815","29,940","29,635","2.79M","0.34%"
"Jan 28, 2020","29,685","29,900","30,055","29,535","8.06M","-3.04%"
"Jan 23, 2020","30,615","30,820","30,860","30,590","3.19M","-1.31%"
"Jan 22, 2020","31,020","30,550","31,050","30,535","3.64M","1.32%"
"Jan 21, 2020","30,615","30,935","30,995","30,580","2.86M","-1.11%"
"Jan 20, 2020","30,960","30,865","31,135","30,850","3.65M","0.75%"
"Jan 17, 2020","30,730","30,815","30,995","30,665","4.17M","0.23%"
"Jan 16, 2020","30,660","30,350","30,670","30,315","3.86M","1.02%"
"Jan 15, 2020","30,350","30,460","30,500","30,300","3.36M","-0.59%"
"Jan 14, 2020","30,530","30,545","30,740","30,505","4.67M","0.48%"
"Jan 13, 2020","30,385","30,075","30,405","30,055","3.58M","1.03%"
"Jan 10, 2020","30,075","29,830","30,100","29,825","3.37M","0.82%"
"Jan 09, 2020","29,830","29,745","29,830","29,635","2.15M","1.67%"
"Jan 08, 2020","29,340","29,305","29,500","29,150","4.29M","-0.64%"
"Jan 07, 2020","29,530","29,430","29,645","29,360","2.68M","1.01%"
"Jan 06, 2020","29,235","29,255","29,340","29,175","3.48M","-0.76%"
"Jan 03, 2020","29,460","29,725","29,890","29,305","4.65M","-0.02%"
"Jan 02, 2020","29,465","29,805","29,880","29,410","3.54M","-1.06%"
"Dec 30, 2019","29,780","29,970","29,980","29,780","4.05M","-0.35%"
"Dec 29, 2019","29,885","29,885","29,885","29,885","-","0.00%"
"Dec 27, 2019","29,885","29,580","30,140","29,535","4.21M","1.46%"
"Dec 26, 2019","29,455","29,330","29,455","29,235","3.65M","0.41%"
"Dec 24, 2019","29,335","29,545","29,565","29,310","2.16M","-0.64%"
"Dec 23, 2019","29,525","29,650","29,655","29,445","2.09M","-0.02%"
"Dec 20, 2019","29,530","29,570","29,605","29,430","1.85M","0.22%"
"Dec 19, 2019","29,465","29,540","29,625","29,330","2.55M","0.10%"
"Dec 18, 2019","29,435","29,480","29,625","29,365","4.13M","-0.02%"
"Dec 17, 2019","29,440","29,155","29,495","29,110","3.25M","1.38%"
"Dec 16, 2019","29,040","29,050","29,145","29,020","2.41M","-0.03%"
"Dec 15, 2019","29,050","29,050","29,050","29,050","-","0.00%"
"Dec 13, 2019","29,050","28,965","29,075","28,915","4.94M","1.56%"
"Dec 12, 2019","28,605","28,260","28,605","28,215","5.12M","1.82%"
"Dec 11, 2019","28,095","27,975","28,145","27,900","4.23M","0.39%"
"Dec 10, 2019","27,985","27,760","28,005","27,730","4.69M","0.50%"
"Dec 09, 2019","27,845","27,860","27,925","27,750","2.04M","0.45%"
"Dec 06, 2019","27,720","27,510","27,755","27,510","4.85M","1.17%"
"Dec 05, 2019","27,400","27,610","27,695","27,285","3.79M","-0.24%"
"Dec 04, 2019","27,465","27,465","27,520","27,325","2.68M","-0.67%"
"Dec 03, 2019","27,650","27,550","27,700","27,420","1.78M","-0.50%"
"Dec 02, 2019","27,790","27,875","27,980","27,765","1.96M","0.32%"
"Nov 29, 2019","27,700","28,245","28,285","27,680","3.59M","-1.72%"
"Nov 28, 2019","28,185","28,185","28,305","28,115","2.28M","-0.44%"
"Nov 27, 2019","28,310","28,365","28,465","28,170","2.68M","0.11%"
"Nov 26, 2019","28,280","28,335","28,515","28,280","3.07M","0.02%"
"Nov 25, 2019","28,275","28,135","28,370","28,130","2.91M","1.11%"
